"index","word","meaning","pos","rank"
"2532","atento","attentive, careful, polite","adj","2532"
"2533","selección","selection, choice","nf","2533"
"2534","proseguir","to continue, carry on","v","2534"
"2535","incómodo","uncomfortable","adj","2535"
"2536","protagonista","protagonist, main character","nc","2536"
"2537","ferrocarril","railway","nm","2537"
"2538","inocente","innocent, naïve","adj","2538"
"2539","fatal","fateful, deadly, awful","adj","2539"
"2540","intimidad","private life, intimacy","nf","2540"
"2541","enfrente","in front of","adv","2541"
"2542","nave","spacecraft, ship","nf","2542"
"2543","oración","prayer","nf","2543"
"2544","cansancio","tiredness, weariness","nm","2544"
"2545","noble","noble (adj)","adj","2545"
"2546","escondido","hidden","adj","2546"
"2547","tejido","fabric, tissue","nm","2547"
"2548","trampa","trick, trap; to cheat","nf); hacer trampa","2548"
"2549","hondo","deep","adj","2549"
"2550","descripción","description","nf","2550"
"2551","pecado","sin","nm","2551"
"2552","cansar","to tire, annoy","v","2552"
"2553","divertido","funny, amusing","adj","2553"
"2554","injusticia","injustice","nf","2554"
"2555","heredar","to inherit","v","2555"
"2556","librar","to liberate, set free","v","2556"
"2557","adiós","goodbye","nm","2557"
"2558","brillar","to shine, twinkle, be outstanding","v","2558"
"2559","rescatar","to rescue, save","v","2559"
"2560","tabaco","tobacco, cigarette, cigar","nm","2560"
"2561","juvenil","young, juvenile","adj","2561"
"2562","ausente","absent","adj","2562"
"2563","suceso","event, incident","nm","2563"
"2564","extrañar","to miss, long for","v","2564"
"2565","asustar","to frighten, scare","v","2565"
"2566","mediado","mid, middle","adj","2566"
"2567","antecedente","antecedent","nm","2567"
"2568","barrera","barrier, obstacle","nf","2568"
"2569","estético","esthetic","adj","2569"
"2570","anotar","to annotate, jot, note","v","2570"
"2571","tribunal","court","nm","2571"
"2572","bravo","fierce, angry","adj","2572"
"2573","invasión","invasion","nf","2573"
"2574","septiembre","September","nm","2574"
"2575","dependencia","dependence, dependency","nf","2575"
"2576","democracia","democracy","nf","2576"
"2577","sutil","subtle","adj","2577"
"2578","maduro","mature, ripe","adj","2578"
"2579","mezclado","mixed","adj","2579"
"2580","remontar","to go back to (time)","v","2580"
"2581","limitación","limitation","nf","2581"
"2582","lindo","pretty, nice, lovely","adj","2582"
"2583","invitado","guest","nm","2583"
"2584","pescado","fish (cooked)","nm","2584"
"2585","continuamente","continuously","adv","2585"
"2586","obvio","obvious","adj","2586"
"2587","estrictamente","strictly","adv","2587"
"2588","obstáculo","obstacle","nm","2588"
"2589","aspiración","ambition, aspiration","nf","2589"
"2590","simpático","nice, likeable, friendly","adj","2590"
"2591","corredor","broker, corridor, runner","nm/f","2591"
"2592","exquisito","exquisite, superb","adj","2592"
"2593","resumen","summary","nm","2593"
"2594","basura","garbage, rubbish","nf","2594"
"2595","escalera","stairs, ladder","nf","2595"
"2596","gravedad","seriousness, gravity","nf","2596"
"2597","fundamento","foundation, ground","nm","2597"
"2598","sustancia","substance, essence","nf","2598"
"2599","convocar","to convene, summon","v","2599"
"2600","harto","fed up with","adj","2600"
"2601","derrota","defeat, loss","nf","2601"
"2602","sospecha","suspicion","nf","2602"
"2603","exagerado","exaggerated","adj","2603"
"2604","huelga","strike, protest","nf","2604"
"2605","abuso","abuse, misuse","nm","2605"
"2606","jueves","Thursday","nm","2606"
"2607","arreglo","arrangement","nm","2607"
"2608","sal","salt","nf","2608"
"2609","dosis","dose","nf","2609"
"2610","acento","accent, stress","nm","2610"
"2611","aviso","warning","nm","2611"
"2612","lazo","bow, knot, tie, lasso","nm","2612"
"2613","conservador","conservative","adj","2613"
"2614","entorno","environment, surroundings","nm","2614"
"2615","nieto","grandchild","nm","2615"
"2616","príncipe","prince","nm","2616"
"2617","imprescindible","essential, indispensable","adj","2617"
"2618","mediodía","noon, midday","nm","2618"
"2619","gota","drop","nf","2619"
"2620","cajón","drawer","nm","2620"
"2621","generalizar","to generalize, popularize","v","2621"
"2622","señorita","young woman","nf","2622"
"2623","preferencia","preference","nf","2623"
"2624","habitar","to inhabit","v","2624"
"2625","pozo","well, shaft","nm","2625"
"2626","rumor","rumor, murmur","nm","2626"
"2627","armar","to arm, put together","v","2627"
"2628","concurso","competition, gathering","nm","2628"
"2629","tesoro","treasure, thesaurus","nm","2629"
"2630","presupuesto","budget","nm","2630"
"2631","rural","rural, country","adj","2631"
"2632","vigilancia","surveillance, vigilance","nf","2632"
"2633","supremo","supreme","adj","2633"
"2634","confuso","confused, mixed up","adj","2634"
"2635","presa","dam, prisoner (f)","nf","2635"
"2636","estómago","stomach","nm","2636"
"2637","anular","to annul, cancel","v","2637"
"2638","decisivo","decisive, conclusive","adj","2638"
"2639","bola","ball, sphere","nf","2639"
"2640","determinación","determination","nf","2640"
"2641","reforma","reform, improvement","nf","2641"
"2642","bruto","brutal, coarse, clumsy","adj","2642"
"2643","verso","verse, poem","nm","2643"
"2644","requisito","prerequisite, requirement","nm","2644"
"2645","adolescente","adolescent (nc)","nc","2645"
"2646","sentimental","sentimental","adj","2646"
"2647","herido","wounded, injured (adj)","adj","2647"
"2648","kilo","kilogram","nm","2648"
"2649","alargar","to enlarge, elongate","v","2649"
"2650","conquista","conquest","nf","2650"
"2651","luminoso","bright, luminous","adj","2651"
"2652","particularmente","particularly, personally","adv","2652"
"2653","filósofo","philosopher","nm","2653"
"2654","genio","genius, temper, genie","nm","2654"
"2655","sucesión","succession, series","nf","2655"
"2656","componente","component, ingredient","nm","2656"
"2657","transparente","transparent, clear","adj","2657"
"2658","sufrimiento","suffering","nm","2658"
"2659","aparente","apparent","adj","2659"
"2660","entidad","entity","nf","2660"
"2661","saludo","greeting","nm","2661"
"2662","estimular","to stimulate, encourage","v","2662"
"2663","certeza","certainty","nf","2663"
"2664","depósito","deposit, sediment","nm","2664"
"2665","húmedo","humid, damp","adj","2665"
"2666","pasillo","hall, corridor","nm","2666"
"2667","pisar","to step on","v","2667"
"2668","solidaridad","solidarity, togetherness","nf","2668"
"2669","papa","Pope (m), potato (f)","nmf","2669"
"2670","geografía","geography","nf","2670"
"2671","leve","slight, trifling, light","adj","2671"
"2672","juguete","toy","nm","2672"
"2673","violar","to violate, trespass, rape","v","2673"
"2674","chiste","joke, funny story","nm","2674"
"2675","aprendizaje","learning, apprenticeship","nm","2675"
"2676","esposo","husband, spouse","nm","2676"
"2677","boda","marriage, wedding","nf","2677"
"2678","realista","realistic","adj","2678"
"2679","fresco","freshness, coolness (nm)","nm","2679"
"2680","lago","lake","nm","2680"
"2681","enriquecer","to enrich","v","2681"
"2682","prestado","borrowed, lent","adj","2682"
"2683","orientación","orientation, direction","nf","2683"
"2684","madurez","maturity, ripeness","nf","2684"
"2685","adulto","adult, grown-up (adj)","adj","2685"
"2686","municipal","municipal, town","adj","2686"
"2687","demostración","demonstration","nf","2687"
"2688","fundamentalmente","fundamentally, basically","adv","2688"
"2689","alegrar","to be/make happy","v","2689"
"2690","transportar","to transport, carry","v","2690"
"2691","cumplimiento","fulfillment, compliment","nm","2691"
"2692","respaldo","support, backing, back","nm","2692"
"2693","superficial","superficial","adj","2693"
"2694","dieciocho","eighteen","num","2694"
"2695","incendio","fire, conflagration","nm","2695"
"2696","dorado","golden, gold-plated","adj","2696"
"2697","triunfar","to triumph","v","2697"
"2698","joya","jewel, treasure","nf","2698"
"2699","favorito","favorite","adj","2699"
"2700","cementerio","cemetery, graveyard","nm","2700"
"2701","escolar","school, scholastic","adj","2701"
"2702","publicación","publication","nf","2702"
"2703","variación","variation","nf","2703"
"2704","cálido","warm","adj","2704"
"2705","inconsciente","unconscious, thoughtless","adj","2705"
"2706","promoción","promotion","nf","2706"
"2707","enseguida","immediately, at once","adv","2707"
"2708","mágico","magic, magical","adj","2708"
"2709","sentencia","legal sentence, judgment","nf","2709"
"2710","amargo","bitter, sour, painful","adj","2710"
"2711","resolución","resolution","nf","2711"
"2712","afortunadamente","luckily, fortunately","adv","2712"
"2713","coincidencia","coincidence","nf","2713"
"2714","estímulo","stimulus, encouragement","nm","2714"
"2715","acoger","to welcome, accept","v","2715"
"2716","filosófico","philosophical","adj","2716"
"2717","sembrar","to sow, plant","v","2717"
"2718","acentuar","to accent, stress","v","2718"
"2719","anteriormente","previously&nbsp;[also previamente]","adv","2719"
"2720","marino","marine, naval","adj","2720"
"2721","barra","bar, rod, rail","nf","2721"
"2722","entretener","to entertain, amuse","v","2722"
"2723","desviar","to deviate, divert, change","v","2723"
"2724","retroceder","to go back","v","2724"
"2725","culto","cultured, educated (adj)","adj","2725"
"2726","novia","girlfriend, bride","nf","2726"
"2727","piano","piano","nm","2727"
"2728","pretensión","pretension, claim","nf","2728"
"2729","habla","speech, talking","nf el","2729"
"2730","novio","boyfriend, groom","nm","2730"
"2731","sonreír","to smile","v","2731"
"2732","espectador","spectator, onlooker","nm","2732"
"2733","relatar","to tell, narrate","v","2733"
"2734","pensado","thought-out, designed","adj","2734"
"2735","bota","boot, wineskin","nf","2735"
"2736","oh","oh","interj) [also ah]","2736"
"2737","pretexto","pretext, excuse","nm","2737"
"2738","horrible","horrible","adj","2738"
"2739","fiebre","fever, excitement","nf","2739"
"2740","difundir","to spread out","v","2740"
"2741","lucir","to show off, shine","v","2741"
"2742","síntesis","synthesis","nf","2742"
"2743","este","East (n)","n","2743"
"2744","nervio","nerve","nm","2744"
"2745","científico","scientist (nm/f)","nm/f","2745"
"2746","peculiar","peculiar","adj","2746"
"2747","ejemplar","exemplary, model (adj)","adj","2747"
"2748","grano","grain, kernel","nm","2748"
"2749","recientemente","recently","adv","2749"
"2750","reservar","to reserve, book","v","2750"
"2751","asistencia","attendance, assistance","nf","2751"
"2752","sacrificar","to sacrifice","v","2752"
"2753","puramente","purely, simply","adv","2753"
"2754","sonrisa","smile","nf","2754"
"2755","exagerar","to exaggerate","v","2755"
"2756","león","lion","nm","2756"
"2757","bárbaro","savage, horrible","adj","2757"
"2758","aceptación","acceptance, approval","nf","2758"
"2759","labio","lip","nm","2759"
"2760","visitante","visitor","nc","2760"
"2761","autónomo","autonomous","adj","2761"
"2762","sonoro","loud, resounding","adj","2762"
"2763","traslado","transfer","nm","2763"
"2764","residir","to reside, live in","v","2764"
"2765","tentación","temptation","nf","2765"
"2766","porvenir","future, time to come","nm","2766"
"2767","promover","to promote","v","2767"
"2768","atracción","attraction","nf","2768"
"2769","jurídico","legal, juridical","adj","2769"
"2770","reparar","to repair, to mend, to fix","v","2770"
"2771","ilustre","renowned, illustrious","adj","2771"
"2772","corona","crown","nf","2772"
"2773","administrar","to administer, manage","v","2773"
"2774","docena","dozen","nf","2774"
"2775","ahorrar","to save (money, time)","v","2775"
"2776","perfección","perfection","nf","2776"
"2777","humedad","humidity","nf","2777"
"2778","cosecha","harvest, crop","nf","2778"
"2779","enterrar","to bury","v","2779"
"2780","desesperación","desperation, exasperation","nf","2780"
"2781","curva","curve","nf","2781"
"2782","contraer","to contract, shrink, abbreviate","v","2782"
"2783","blando","soft, limp, gentle","adj","2783"
"2784","estable","stable, steady","adj","2784"
"2785","ciertamente","certainly, indeed","adv","2785"
"2786","dormido","asleep, sleeping","adj","2786"
"2787","amo","master, boss (m)","nm","2787"
"2788","reflexionar","to reflect, consider on","v","2788"
"2789","humo","smoke","nm","2789"
"2790","realización","fulfillment, realization","nf","2790"
"2791","cuartel","quarters, barracks","nm","2791"
"2792","tránsito","traffic, transit","nm","2792"
"2793","dieciséis","sixteen","num","2793"
"2794","énfasis","emphasis","nm","2794"
"2795","tímido","timid, shy, half-hearted","adj","2795"
"2796","empresario","manager, entrepreneur","nm","2796"
"2797","tuyo","yours (singular familiar)","pron","2797"
"2798","saco","sack, bag, plunder","nm","2798"
"2799","vasto","vast, immense, huge","adj","2799"
"2800","cruz","cross, burden","nf","2800"
"2801","frustrado","frustrated","adj","2801"
"2802","pausa","pause","nf","2802"
"2803","comprometido","committed, engaged","adj","2803"
"2804","libremente","freely","adv","2804"
"2805","vicio","vice, bad habit, defect","nm","2805"
"2806","impuesto","tax","nm","2806"
"2807","consiguiente","consequent","adj","2807"
"2808","arquitecto","architect","nm/f","2808"
"2809","cruce","crossing, intersection","nm","2809"
"2810","centrar","to center, focus, base on","v","2810"
"2811","convivencia","coexistence, living together","nf","2811"
"2812","cable","cable, wiring","nm","2812"
"2813","aburrido","boring, bored","adj","2813"
"2814","bondad","goodness, kindness","nf","2814"
"2815","experimento","experiment","nm","2815"
"2816","recto","right, straight, honest","adj","2816"
"2817","crónica","account, chronicle","nf","2817"
"2818","seguida: en seguida","right away, at once","adv","2818"
"2819","originar","to give rise to, cause","v","2819"
"2820","socialista","socialist","adj","2820"
"2821","ahogar","to drown, choke, flood","v","2821"
"2822","espléndido","splendid, generous","adj","2822"
"2823","esforzar","to make an effort, exert oneself","v","2823"
"2824","dictadura","dictatorship","nf","2824"
"2825","eficacia","efficiency, effectiveness","nf","2825"
"2826","detectar","to detect","v","2826"
"2827","vapor","vapor, steam","nm","2827"
"2828","bebida","drink, beverage","nf","2828"
"2829","autorizar","to authorize, legalize","v","2829"
"2830","charla","talk, chat","nf","2830"
"2831","gestión","management, step, negotiation","nf","2831"
"2832","afrontar","to face, confront","v","2832"
"2833","existente","existing","adj","2833"
"2834","cartera","wallet, satchel","nf","2834"
"2835","inclinado","inclined, slanting","adj","2835"
"2836","restar","to subtract, minimize","v","2836"
"2837","circulación","circulation, traffic","nf","2837"
"2838","denuncia","accusation, complaint, denunciation","nf","2838"
"2839","concretar","to specify, materialize, fulfill","v","2839"
"2840","picar","to bite, sting, itch, chop","v","2840"
"2841","tormenta","storm","nf","2841"
"2842","metálico","metallic","adj","2842"
"2843","foco","focus","nm","2843"
"2844","residencia","residence","nf","2844"
"2845","espectacular","spectacular","adj","2845"
"2846","jurar","to swear, take an oath","v","2846"
"2847","rezar","to pray, recite","v","2847"
"2848","cuero","leather, skin","nm","2848"
"2849","misterioso","mysterious","adj","2849"
"2850","hierba","herb, grass, weed","nf","2850"
"2851","obrero","working class (adj)","adj","2851"
"2852","administrativo","administrative","adj","2852"
"2853","manzana","apple, city block","nf","2853"
"2854","singular","single, singular","adj","2854"
"2855","pedazo","piece, bit","nm","2855"
"2856","sabiduría","wisdom, knowledge","nf","2856"
"2857","inducir","to lead to,&nbsp;induce","v","2857"
"2858","cigarrillo","cigarette","nm","2858"
"2859","encantar","to be very pleasing to","v","2859"
"2860","crudo","raw, crude, natural","adj","2860"
"2861","agotado","tired, used up, sold out","adj","2861"
"2862","deportivo","sports, sporty","adj","2862"
"2863","magnitud","magnitude, extent","nf","2863"
"2864","químico","chemical","adj","2864"
"2865","botón","button","nm","2865"
"2866","teórico","theoretical","adj","2866"
"2867","igualdad","equality","nf","2867"
"2868","privar","to deprive of","v","2868"
"2869","deducir","to deduce, infer","v","2869"
"2870","redactar","to edit, write, compose","v","2870"
"2871","noción","notion, idea","nf","2871"
"2872","planear","to plan","v","2872"
"2873","abrazar","to hug, embrace","v","2873"
"2874","tolerar","to tolerate, put up with","v","2874"
"2875","semilla","seed","nf","2875"
"2876","avenida","avenue","nf","2876"
"2877","descartar","to discard, reject, rule out","v","2877"
"2878","diablo","devil","nm","2878"
"2879","sujetar","to fasten, attach, hold","v","2879"
"2880","hueco","hole, cavity (nm)","nm","2880"
"2881","colaborador","collaborator","nm","2881"
"2882","capricho","caprice, whim","nm","2882"
"2883","ciudadano","community, citizen (adj)","adj","2883"
"2884","prudente","sensible, prudent","adj","2884"
"2885","guitarra","guitar","nf","2885"
"2886","agencia","agency, branch","nf","2886"
"2887","rabia","rage","nf","2887"
"2888","telefónico","telephone","adj","2888"
"2889","monumento","monument","nm","2889"
"2890","racional","rational","adj","2890"
"2891","previamente","previously&nbsp;[also anteriormente]","adv","2891"
"2892","trazar","to draw, trace","v","2892"
"2893","correspondencia","correspondence, connection","nf","2893"
"2894","barro","clay, mud","nm","2894"
"2895","fuga","flight, escape","nf","2895"
"2896","presionar","to press, pressure","v","2896"
"2897","identificación","identification","nf","2897"
"2898","contexto","context","nm","2898"
"2899","sombrero","hat, sombrero","nm","2899"
"2900","reiterar","to reiterate, repeat","v","2900"
"2901","ayudante","helper, assistant","nc","2901"
"2902","indiferente","indifferent","adj","2902"
"2903","maniobra","maneuver, operation","nf","2903"
"2904","inesperado","unexpected, unforeseen","adj","2904"
"2905","distraer","to distract","v","2905"
"2906","prejuicio","prejudice","nm","2906"
"2907","tropezar","to trip, stumble","v","2907"
"2908","recomendación","recommendation","nf","2908"
"2909","francamente","frankly, openly","adv","2909"
"2910","diseñar","to design, develop","v","2910"
"2911","proveer","to provide","v","2911"
"2912","seleccionar","to select","v","2912"
"2913","convivir","to coexist","v","2913"
"2914","instinto","instinct","nm","2914"
"2915","sincero","sincere","adj","2915"
"2916","progresar","to progress","v","2916"
"2917","ideológico","ideological","adj","2917"
"2918","precaución","caution, forethought","nf","2918"
"2919","robo","theft, robbery","nm","2919"
"2920","cabello","hair&nbsp;[also pelo]","nm","2920"
"2921","utilidad","usefulness, utility","nf","2921"
"2922","queja","complaint","nf","2922"
"2923","abundar","to be plentiful","v","2923"
"2924","celo","zeal,&nbsp;jealousy","nm","2924"
"2925","publicidad","advertising, publicity","nf","2925"
"2926","ligado","linked, joined","adj","2926"
"2927","índole","nature, temperament","nf","2927"
"2928","asimilar","to assimilate","v","2928"
"2929","prolongado","prolonged, lengthy","adj","2929"
"2930","choque","crash, collision","nm","2930"
"2931","tecnología","technology","nf","2931"
"2932","tubo","tube, pipe","nm","2932"
"2933","sordo","deaf, dull","adj","2933"
"2934","admirable","admirable","adj","2934"
"2935","mercancía","goods, merchandise","nf","2935"
"2936","tronco","trunk, torso","nm","2936"
"2937","culto","worship, cult (nm)","nm","2937"
"2938","palma","palm tree, palm","nf","2938"
"2939","prenda","piece of clothing","nf","2939"
"2940","coro","choir, chorus","nm","2940"
"2941","tejer","to sew, weave","v","2941"
"2942","túnel","tunnel","nm","2942"
"2943","cercanía","nearness, proximity","nf","2943"
"2944","proclamar","to proclaim","v","2944"
"2945","cuchillo","knife","nm","2945"
"2946","desprecio","contempt, disdain","nm","2946"
"2947","plástico","plastic (nm)","nm","2947"
"2948","complejo","complex (nm)","nm","2948"
"2949","plantar","to plant","v","2949"
"2950","naranja","orange (fruit)","nf","2950"
"2951","derrotar","to defeat, beat","v","2951"
"2952","frenar","to brake, restrain","v","2952"
"2953","voluntario","voluntary, volunteer","adj","2953"
"2954","adivinar","to guess, solve","v","2954"
"2955","cuota","quota, share, dues","nf","2955"
"2956","mosca","fly (insect)","nf","2956"
"2957","judicial","judicial","adj","2957"
"2958","pescar","to fish","v","2958"
"2959","doctrina","doctrine, teachings","nf","2959"
"2960","reservado","reserved, booked","adj","2960"
"2961","laguna","lagoon","nf","2961"
"2962","distinción","distinction","nf","2962"
"2963","tribu","tribe","nf","2963"
"2964","refugio","shelter, refuge","nm","2964"
"2965","tragar","to swallow","v","2965"
"2966","legítimo","legitimate","adj","2966"
"2967","flotar","to float, flutter","v","2967"
"2968","convencional","conventional","adj","2968"
"2969","sacudir","to shake, jolt","v","2969"
"2970","gigantesco","giant, gigantic","adj","2970"
"2971","cena","dinner","nf","2971"
"2972","incertidumbre","uncertainty","nf","2972"
"2973","tierno","tender, soft","adj","2973"
"2974","ligeramente","slightly, lightly","adv","2974"
"2975","aéreo","aerial, air","adj","2975"
"2976","suprimir","to suppress, delete","v","2976"
"2977","ahorro","saving, thrift","nm","2977"
"2978","sobrar","to be too much, left over","v","2978"
"2979","brotar","to sprout","v","2979"
"2980","prisión","prison, imprisonment","nf","2980"
"2981","investigador","researcher, investigator","nm/f","2981"
"2982","técnico","technician (nm/f)","nm/f","2982"
"2983","paraíso","paradise","nm","2983"
"2984","automático","automatic","adj","2984"
"2985","postre; a la postre","dessert; in the end","nmf","2985"
"2986","inquieto","restless, anxious","adj","2986"
"2987","helado","iced, freezing, icy","adj","2987"
"2988","plástico","plastic (adj)","adj","2988"
"2989","alimentación","feeding, food","nf","2989"
"2990","miel","honey","nf","2990"
"2991","vulgar","vulgar, common, banal","adj","2991"
"2992","desafío","challenge, provocation","nm","2992"
"2993","aeropuerto","airport","nm","2993"
"2994","valorar","to value","v","2994"
"2995","diferenciar","to differentiate, distinguish","v","2995"
"2996","abrigo","overcoat, shelter","nm","2996"
"2997","hábil","skillful, clever","adj","2997"
"2998","veinticuatro","twenty-four","num","2998"
"2999","sello","stamp, seal","nm","2999"
"3000","campana","bell","nf","3000"
"3001","destacado","outstanding, leading","adj","3001"
"3002","encendido","turned on, burning","adj","3002"
"3003","incidente","incident","nm","3003"
"3004","fragmento","fragment, passage","nm","3004"
"3005","plano","flat, plain, even, level (adj)","adj","3005"
"3006","compensar","to compensate, make up for","v","3006"
"3007","obligatorio","obligatory, compulsory","adj","3007"
"3008","asignar","to assign, allocate","v","3008"
"3009","contemporáneo","contemporary","adj","3009"
"3010","suscitar","to arouse, provoke","v","3010"
"3011","finalizar","to end, finalize","v","3011"
"3012","reforzar","to reinforce, strengthen","v","3012"
"3013","mina","mine (nf)","nf","3013"
"3014","restaurante","restaurant","nm","3014"
"3015","porcentaje","percentage","nm","3015"
"3016","conductor","driver, conductor","nm/f","3016"
"3017","contigo","with you","pron","3017"
"3018","evolucionar","to evolve, develop","v","3018"
"3019","magia","magic","nf","3019"
"3020","presidir","to preside over","v","3020"
"3021","comedor","dining room","nm","3021"
"3022","seriedad","seriousness","nf","3022"
"3023","gallina","hen, coward","nf","3023"
"3024","espada","sword","nf","3024"
"3025","discreto","discreet, tactful","adj","3025"
"3026","excelencia","excellence","nf","3026"
"3027","agitar","to shake, move","v","3027"
"3028","amoroso","loving, affectionate","adj","3028"
"3029","músculo","muscle","nm","3029"
"3030","optimista","optimistic","adj","3030"
"3031","persecución","pursuit, persecution","nf","3031"
"3032","imperio","empire, fortune","nm","3032"
"3033","casco","helmet","nm","3033"
"3034","pelea","fight, quarrel","nf","3034"
"3035","retorno","return [also regreso]","nm","3035"
"3036","oler","to smell","v","3036"
"3037","aludir","to allude to","v","3037"
"3038","de veras<br />vera","really, for real","nf","3038"
"3039","delgado","thin, skinny","adj","3039"
"3040","latín","Latin (nm)","nm","3040"
"3041","resumir","to summarize","v","3041"
"3042","rutina","routine","nf","3042"
"3043","tenso","tight, tense","adj","3043"
"3044","mejora","improvement","nf","3044"
"3045","domicilio","residence, address","nm","3045"
"3046","porquería","filth, junk","nf","3046"
"3047","burlar","to mock","v","3047"
"3048","susto","fright, scare","nm","3048"
"3049","encajar","to insert, fit well","v","3049"
"3050","nadar","to swim","v","3050"
"3051","amanecer","daybreak, dawn (nm)","nm","3051"
"3052","célula","cell (biology)","nf","3052"
"3053","acelerar","to accelerate, speed up","v","3053"
"3054","crítico","critic (nm)","nm","3054"
"3055","inspiración","inspiration, inhalation","nf","3055"
"3056","ladrillo","brick","nm","3056"
"3057","proyección","projection, screening","nf","3057"
"3058","desplegar","to unfold, deploy","v","3058"
"3059","desembocar","to flow, lead into","v","3059"
"3060","lana","wool","nf","3060"
"3061","indirecto","indirect","adj","3061"
"3062","infierno","hell, inferno","nm","3062"
"3063","aliviar","to lighten, relieve, comfort","v","3063"
"3064","acero","steel","nm","3064"
"3065","ejecutivo","executive","adj","3065"
"3066","cazar","to hunt","v","3066"
"3067","ojalá","I hope that","adv","3067"
"3068","aplaudir","to clap, applaud","v","3068"
"3069","preso","prisoner (nm)","nm","3069"
"3070","billete","ticket, bill, note","nm","3070"
"3071","motivar","to motivate, cause","v","3071"
"3072","descuidar","to neglect","v","3072"
"3073","referente","concerning","adj","3073"
"3074","tontería","stupidity, stupid thing&nbsp;[also estupidez]","nf","3074"
"3075","cauce","riverbed, ditch","nm","3075"
"3076","ignorancia","ignorance","nf","3076"
"3077","acostar","to put/go to bed","v","3077"
"3078","encanto","charm, spell","nm","3078"
"3079","propiamente","exactly, properly","adv","3079"
"3080","sed","thirst","nf","3080"
"3081","escudo","shield, coat of arms","nm","3081"
"3082","muñeca","doll, wrist","nf","3082"
"3083","dotado","endowed, gifted","adj","3083"
"3084","conectar","to connect, plug in","v","3084"
"3085","rango","rank, range","nm","3085"
"3086","invento","invention","nm","3086"
"3087","arder","to burn, glow","v","3087"
"3088","recinto","grounds, precincts","nm","3088"
"3089","tinta","ink","nf","3089"
"3090","garganta","throat, gorge","nf","3090"
"3091","viajero","traveler, passenger","nm","3091"
"3092","asesino","killer, assassin","nm","3092"
"3093","rito","rite, ritual","nm","3093"
"3094","atractivo","attraction, charm (nm)","nm","3094"
"3095","callado","quiet, reserved","adj","3095"
"3096","frustración","frustration","nf","3096"
"3097","flexible","flexible","adj","3097"
"3098","cemento","cement, concrete","nm","3098"
"3099","catástrofe","catastrophe","nf","3099"
"3100","dulce","candy, sweets (nm)","nm","3100"
"3101","recuperación","recovery, recuperation","nf","3101"
"3102","localizar","to locate, find, localize","v","3102"
"3103","mediano","average, medium, ordinary","adj","3103"
"3104","almuerzo","lunch","nm","3104"
"3105","pacífico","peaceful","adj","3105"
"3106","uña","nail, fingernail, toenail","nf","3106"
"3107","contradictorio","contradictory","adj","3107"
"3108","excepto","except for","prep","3108"
"3109","herir","to wound, hurt","v","3109"
"3110","costo","price, cost, expense","nm","3110"
"3111","manifiesto","to show","nm): poner de manifiesto ","3111"
"3112","mortal","mortal, lethal, deadly (adj)","adj","3112"
"3113","repetición","repetition","nf","3113"
"3114","patrimonio","patrimony, inheritance","nm","3114"
"3115","solemne","solemn","adj","3115"
"3116","estatua","statue","nf","3116"
"3117","decadencia","decline, decay","nf","3117"
"3118","mudo","mute, silent","adj","3118"
"3119","precipitar","to plunge, hurl, rush","v","3119"
"3120","sorprendido","surprised","adj","3120"
"3121","excluir","to exclude, reject","v","3121"
"3122","enfermero","nurse","nm/f","3122"
"3123","psicológico","psychological","adj","3123"
"3124","adorar","to worship, adore","v","3124"
"3125","aficionado","fan, devotee","nm","3125"
"3126","preferible","preferable","adj","3126"
"3127","célebre","famous, renowned","adj","3127"
"3128","agujero","hole, opening","nm","3128"
"3129","beneficiar","to benefit","v","3129"
"3130","arroz","rice","nm","3130"
"3131","valiente","brave, courageous, bold","adj","3131"
"3132","delicioso","delicious, delightful, charming","adj","3132"
"3133","potente","potent, powerful","adj","3133"
"3134","cerveza","beer, ale","nf","3134"
"3135","escasez","scarcity, shortage","nf","3135"
"3136","ministerio","ministry","nm","3136"
"3137","vuestro","your (plural familiar)","adj","3137"
"3138","notorio","notorious, noticeable","adj","3138"
"3139","transición","transition","nf","3139"
"3140","sexto","sixth","adj","3140"
"3141","despreciar","to despise, scorn","v","3141"
"3142","negativa","negative, denial","nf","3142"
"3143","falda","skirt","nf","3143"
"3144","improvisar","to improvise","v","3144"
"3145","emerger","to emerge, surface","v","3145"
"3146","clavar","to nail","v","3146"
"3147","cantante","singer","nc","3147"
"3148","constancia","perseverance","nf","3148"
"3149","electrónico","electronic","adj","3149"
"3150","anillo","ring","nm","3150"
"3151","balance","outcome, balance","nm","3151"
"3152","entendimiento","understanding","nm","3152"
"3153","volcar","to turn/knock over, empty","v","3153"
"3154","quieto","still, motionless, calm","adj","3154"
"3155","transcurso","passing, course, lapse","nm","3155"
"3156","barrer","sweep, clean out","v","3156"
"3157","desayuno","breakfast","nm","3157"
"3158","alfombra","rug, carpet mat","nf","3158"
"3159","historiador","historian","nm/f","3159"
"3160","rogar","to implore, pray, ask","v","3160"
"3161","pálido","pale, ghastly, faded","adj","3161"
"3162","programar","to plan, program","v","3162"
"3163","animado","excited, lively","adj","3163"
"3164","chileno","Chilean","adj","3164"
"3165","ficción","fiction","nf","3165"
"3166","ensayar","to test,&nbsp;rehearse","v","3166"
"3167","materno","maternal","adj","3167"
"3168","jugador","player, gambler","nm","3168"
"3169","cartel","poster","nm","3169"
"3170","desconfianza","distrust","nf","3170"
