"index","word","meaning","furi","pos","e.g.","eng","freq"
"968","予約","reservation, subscription, appointment","予約[よやく]","Verbal Noun","レストランを<b> 予約[よやく]</b>しました。","I made a reservation at the restaurant.","7011"
"969","約束","promise, vow","約束[やくそく]","Verbal Noun","<b> 約束[やくそく]</b>は 守[まも]ります。","I keep my promises.","773"
"970","変わる","change が","変[か]わる","Verb","信号[しんごう]が 青[あお]に<b> 変[か]わりました</b>。","The traffic light turned green.","501"
"971","めったに","rarely","めったに","Adverb","彼女[かのじょ]は<b>めったに</b> 怒[おこ]りません。","She rarely gets angry.","4581"
"972","大変","awful, serious","大変[たいへん]","Adjectival Noun","<b> 大変[たいへん]</b>なことが 起[お]こりました。","A terrible thing happened.","874"
"973","変","strange, weird, funny","変[へん]","Adjectival Noun","<b> 変[へん]</b>な 音[おと]が 聞[き]こえます。","I hear a strange sound.","947"
"974","変化","change","変化[へんか]","Verbal Noun","今年[ことし]は<b> 変化[へんか]</b>の 多[おお]い 年[とし]でした。","There was a lot of change this year.","1225"
"975","強化","strengthening","強化[きょうか]","Verbal Noun","国[くに]は 国語教育[こくご きょういく]を<b> 強化[きょうか]</b>しています。","Our government is strengthening its program in native language education.","6294"
"976","クリスマス","Christmas","クリスマス","Noun","<b>クリスマス</b>にはケーキを 食[た]べます。","We eat cake at Christmas.","4731"
"977","文化","culture","文化[ぶんか]","Noun","私[わたし]はこの 国[くに]の<b> 文化[ぶんか]</b>を 勉強[べんきょう]しています。","I'm studying this country's culture.","1900"
"978","増える","increase, accrue が","増[ふ]える","Verb","この 町[まち]は 人口[じんこう]が<b> 増[ふ]えた</b>。","The population has increased in this town.","2527"
"979","増やす","increase (something), add を","増[ふ]やす","Verb","あの 町[まち]は 緑[みどり]を<b> 増[ふ]やしています</b>。","That town is increasing its greenery.","9722"
"980","減る","decrease, diminish が","減[へ]る","Verb","体重[たいじゅう]がかなり<b> 減[へ]りました</b>。","I've lost a lot of weight.","3009"
"981","ネクタイ","tie, necktie","ネクタイ","Noun","父[ちち]の 日[ひ]に<b>ネクタイ</b>をプレゼントした。","I gave him a tie on Father's Day.","4862"
"982","減らす","decrease (something), reduce を","減[へ]らす","Verb","最近[さいきん]、 食事[しょくじ]を<b> 減[へ]らしています</b>。","I've been eating less recently.","10589"
"983","乗り物","vehicle, means of transportation","乗[の]り 物[もの]","Noun","自転車[じてんしゃ]は 便利[べんり]な<b> 乗[の]り 物[もの]</b>です。","Bicycles are a convenient form of transport.","17056"
"984","降りる","get off, land","降[お]りる","Verb","次[つぎ]の 駅[えき]で<b> 降[お]ります</b>。","I get off at the next station.","684"
"985","降ろす","unload, lower","降[お]ろす","Verb","彼[かれ]は 車[くるま]から 荷物[にもつ]を<b> 降[お]ろした</b>。","He unloaded the luggage from the car.","5955"
"986","バイオリン","violin","バイオリン","Noun","彼女[かのじょ]は<b>バイオリン</b>を 習[なら]っています。","She's learning the violin.","23019"
"987","降る","fall, come down, rain","降[ふ]る","Verb","激[はげ]しい 雨[あめ]が<b> 降[ふ]っています</b>。","A very heavy rain is falling.","1417"
"988","着く","arrive, touch, take one's place","着[つ]く","Verb","午後8時[ごご はちじ]に 大阪[おおさか]に<b> 着[つ]きます</b>。","I arrive in Osaka at 8:00 pm.","775"
"989","着物","kimono, clothes","着物[きもの]","Noun","彼女[かのじょ]は<b> 着物[きもの]</b>がよく 似合[にあ]います。","She looks good in a kimono.","1986"
"990","下着","underwear","下着[したぎ]","Noun","私[わたし]は<b> 下着[したぎ]</b>を 手[て]で 洗[あら]う。","I wash my underwear by hand.","3959"
"991","パスポート","passport","パスポート","Noun","<b>パスポート</b>が 見[み]つからない。","I can't find my passport.","12345"
"992","上着","outerwear","上着[うわぎ]","Noun","暑[あつ]いので<b> 上着[うわぎ]</b>を 脱[ぬ]ぎました。","I took my jacket off because it was hot.","3819"
"993","着せる","dress (sb), put clothes on (sb)","着[き]せる","Verb","娘[むすめ]にかわいいドレスを<b> 着[き]せた</b>。","I dressed my daughter in a cute dress.","4907"
"994","脱ぐ","remove clothes, take off","脱[ぬ]ぐ","Verb","靴[くつ]を<b> 脱[ぬ]いで</b>ください。","Please take off your shoes.","1729"
"995","立場","standpoint, position","立場[たちば]","Noun","彼女[かのじょ]は 自分[じぶん]の<b> 立場[たちば]</b>を 分[わ]かっていない。","She doesn't understand her position.","1221"
"996","バッグ","bag","バッグ","Noun","私[わたし]は 黒[くろ]い<b>バッグ</b>を 持[も]っています。","I have a black bag.","3208"
"997","目立つ","stand out, be conspicuous","目立[めだ]つ","Verb","彼女[かのじょ]の 大[おお]きな 帽子[ぼうし]はとても<b> 目立[めだ]つ</b>。","Her big hat really stands out.","2282"
"998","立てる","stand (sth) up, set (sth) up, establish","立[た]てる","Verb","彼[かれ]はケーキにろうそくを<b> 立[た]てた</b>。","He stuck the candles into the cake.","507"
"999","役に立つ","be useful, be helpful","役[やく]に 立[た]つ","Verb","私[わたし]は 人々[ひとびと]の<b> 役[やく]に 立[た]ちたい</b>と 思[おも]っています。","I want to be of service to others.","2642"
"1000","出席","attendance, presence","出席[しゅっせき]","Verbal Noun","午後[ごご]は 会議[かいぎ]に<b> 出席[しゅっせき]</b>します。","I'll attend a meeting in the afternoon.","4382"
"1001","ゴム","rubber, elastic","ゴム","Noun","<b>ゴム</b>が 伸[の]びてしまった。","The elastic has gone loose.","6578"
"1002","席","seat, one's place","席[せき]","Noun","この<b> 席[せき]</b>、 空[あ]いてますか。","Is this seat free?","734"
"1003","欠席","absence, non-attendance","欠席[けっせき]","Verbal Noun","風邪[かぜ]のため、 今日[きょう]は<b> 欠席[けっせき]</b>します。","I'll be absent today because of a cold.","16576"
"1004","次男","second son","次男[じなん]","Noun","<b> 次男[じなん]</b>は 今[いま]、 海外[かいがい]にいます。","My second son is abroad now.","7913"
"1005","次女","second daughter","次女[じじょ]","Noun","うちの<b> 次女[じじょ]</b>は 春[はる]から 中学生[ちゅうがくせい]です。","Our second daughter is going into junior high this spring.","19481"
"1006","ギター","guitar","ギター","Noun","彼女[かのじょ]は<b>ギター</b>が 得意[とくい]です。","She's good at the guitar.","9606"
"1007","運ぶ","carry, transport","運[はこ]ぶ","Verb","いすを 二階[にかい]に<b> 運[はこ]んで</b>ください。","Please carry the chair to the second floor.","628"
"1008","運転","drive","運転[うんてん]","Verbal Noun","父[ちち]は 安全[あんぜん]<b> 運転[うんてん]</b>だ。","My father drives safely.","2801"
"1009","運転手","driver","運転手[うんてんしゅ]","Noun","彼[かれ]はタクシーの<b> 運転手[うんてんしゅ]</b>です。","He's a taxi driver.","2184"
"1010","転ぶ","tumble down, fall over","転[ころ]ぶ","Verb","お 祖母[ばあ]ちゃんがお 風呂場[ふろば]で<b> 転[ころ]んだ</b>。","My grandma fell down in the bathroom.","5733"
"1011","セーター","sweater, pullover","セーター","Noun","この<b>セーター</b>はウールだ。","This sweater is made of wool.","6879"
"1012","移る","move, shift が","移[うつ]る","Verb","彼女[かのじょ]は 新[あたら]しい 会社[かいしゃ]に<b> 移[うつ]った</b>。","She moved to a new company.","1667"
"1013","移す","move (something), shift, transfer","移[うつ]す","Verb","机[つくえ]を 窓[まど]のそばに<b> 移[うつ]しました</b>。","I moved the desk near the window.","2081"
"1014","動き","movement, motion","動[うご]き","Noun","まず 相手[あいて]の<b> 動[うご]き</b>を 見[み]ましょう。","First, watch your opponent's moves.","876"
"1015","運動","exercise, movement","運動[うんどう]","Verbal Noun","彼[かれ]はもっと<b> 運動[うんどう]</b>した 方[ほう]がいい。","He should exercise more.","2340"
"1016","やっぱり","just as I thought, after all","やっぱり","Adverb","<b>やっぱり</b> 旅[たび]が 大好[だいす]きだ。","I just love to travel.","582"
"1017","活動","activity","活動[かつどう]","Verbal Noun","彼[かれ]は 地域[ちいき]の<b> 活動[かつどう]</b>に 参加[さんか]した。","He took part in local activities.","2105"
"1018","動物","animal","動物[どうぶつ]","Noun","私[わたし]は<b> 動物[どうぶつ]</b>が 大好[だいす]きです。","I love animals.","1609"
"1019","動かす","move (something), operate","動[うご]かす","Verb","部屋[へや]の 家具[かぐ]を<b> 動[うご]かしました</b>。","I moved the furniture in the room.","866"
"1020","不動産屋","real estate agent, realtor","不動産屋[ふどうさんや]","Noun","私[わたし]の 父[ちち]は<b> 不動産屋[ふどうさんや]</b>です。","My father's a real estate agent.","15511"
"1021","カーテン","curtain","カーテン","Noun","朝[あさ]、<b>カーテン</b>を 開[あ]けた。","I opened the curtains in the morning.","2528"
"1022","早く","early, soon","早[はや]く","Adverb","なるべく<b> 早[はや]く</b> 来[き]て 下[くだ]さい。","Please come as early as possible.","32424"
"1023","早口","fast talking","早口[はやくち]","Noun","彼女[かのじょ]は<b> 早口[はやくち]</b>だ。","She talks quickly.","5779"
"1024","速さ","speed","速[はや]さ","Noun","新幹線[しんかんせん]の<b> 速[はや]さ</b>はどれぐらいですか。","How fast is the bullet train?","117780"
"1025","速達","express mail","速達[そくたつ]","Noun","これを<b> 速達[そくたつ]</b>で 送[おく]りたいのですが。","I want to send this by express mail.","27275"
"1026","シャツ","shirt","シャツ","Noun","この<b>シャツ</b>はアイロンが 必要[ひつよう]だ。","This shirt needs ironing.","2826"
"1027","遅れる","be late","遅[おく]れる","Verb","今朝彼女[けさ かのじょ]は 学校[がっこう]に<b> 遅[おく]れました</b>。","She was late for school this morning.","2114"
"1028","開始","beginning","開始[かいし]","Verbal Noun","運動会[うんどうかい]は 9時[くじ]<b> 開始[かいし]</b>です。","The athletic meet begins at nine o'clock.","2235"
"1029","始めに","in the beginning","始[はじ]めに","Adverb","<b> 始[はじ]めに</b>スープが 出[で]ます。","Soup is served first.",""
"1030","現在","the present, present time","現在[げんざい]","Noun","<b> 現在[げんざい]</b>の 気温[きおん]は 30度[さんじゅうど]です。","The current temperature is 30 degrees.","820"
"1031","ナイフ","knife","ナイフ","Noun","<b>ナイフ</b>で 手[て]を 切[き]った。","I cut my hand with a knife.","1646"
"1032","実現","realization, fulfillment","実現[じつげん]","Verbal Noun","夢[ゆめ]を<b> 実現[じつげん]</b>するには 努力[どりょく]が 必要[ひつよう]です。","You need to make an effort to make your dreams come true.","3495"
"1033","実施","being in effect, implementation","実施[じっし]","Verbal Noun","現在[げんざい]、スペシャルキャンペーンを<b> 実施[じっし]</b> 中[ちゅう]です。","A special campaign is now under way.","9793"
"1034","事実","fact, truth","事実[じじつ]","Noun","それは 全[すべ]て<b> 事実[じじつ]</b>ですか。","Is it all true?","498"
"1035","実行","(putting into) practice, execution","実行[じっこう]","Verbal Noun","彼[かれ]はその 計画[けいかく]を<b> 実行[じっこう]</b>した。","He executed the plan.","2682"
"1036","バイク","motorcycle","バイク","Noun","兄[あに]は<b>バイク</b>が 大好[だいす]きです。","My older brother loves motorcycles.","6262"
"1037","実験","experiment","実験[じっけん]","Verbal Noun","科学[かがく]の 授業[じゅぎょう]で<b> 実験[じっけん]</b>をした。","We did an experiment in science class.","3041"
"1038","通過","passing, passage","通過[つうか]","Verbal Noun","次[つぎ]の 駅[えき]は<b> 通過[つうか]</b>します。","This train will not stop at the next station.","3666"
"1039","過ぎる","pass by, exceed","過[す]ぎる","Verb","時[とき]が<b> 過[す]ぎる</b>のは 速[はや]い。","Time passes quickly.","583"
"1040","昼過ぎ","just past noon","昼過[ひるす]ぎ","Noun","彼[かれ]は<b> 昼過[ひるす]ぎ</b>に 来[き]ます。","He'll come after lunch.","14591"
"1041","いつか","some time, some day","いつか","Adverb","僕[ぼく]は<b>いつか</b>アフリカに 行[い]きたい。","I want to go to Africa some time.","1230"
"1042","過去","the past","過去[かこ]","Noun","それは<b> 過去[かこ]</b>の 話[はなし]だ。","That's in the past now.","1307"
"1043","開発","development","開発[かいはつ]","Verbal Noun","ダムの<b> 開発[かいはつ]</b>に 住民[じゅうみん]は 反対[はんたい]しています。","The residents are against the development of the dam.","2798"
"1044","発生","occurrence, happening","発生[はっせい]","Verbal Noun","交差点[こうさてん]で 事故[じこ]が<b> 発生[はっせい]</b>した。","There was an accident at the intersection.","2318"
"1045","発言","statement, remark","発言[はつげん]","Verbal Noun","会議[かいぎ]で 全員[ぜんいん]が<b> 発言[はつげん]</b>した。","Everyone spoke at the conference.","3129"
"1046","オレンジ","orange","オレンジ","Noun","私[わたし]は<b>オレンジ</b>が 好[す]きです。","I like oranges.","9985"
"1047","発見","discovery, revelation","発見[はっけん]","Verbal Noun","新[あたら]しい 星[ほし]が<b> 発見[はっけん]</b>された。","A new star was discovered.","751"
"1048","出発","departure, starting","出発[しゅっぱつ]","Verbal Noun","あと 15分[じゅうごふん]で<b> 出発[しゅっぱつ]</b>です。","Departure will be in fifteen minutes.","1476"
"1049","発車","depart, leave (for vehicles)","発車[はっしゃ]","Verbal Noun","バスが<b> 発車[はっしゃ]</b>します。","The bus is leaving.","11086"
"1050","発表","announcement","発表[はっぴょう]","Verbal Noun","合格者[ごうかくしゃ]が<b> 発表[はっぴょう]</b>された。","Those who passed were announced.","1893"
"1051","きつい","tight, difficult","きつい","Adjective","このシャツは 少[すこ]し<b>きつい</b>です。","This shirt is a little tight.","2923"
"1052","表現","expression (of views, feelings, etc.)","表現[ひょうげん]","Verbal Noun","彼[かれ]は 歌[うた]で 自分[じぶん]の 気持[きも]ちを<b> 表現[ひょうげん]</b>した。","He expressed his feelings in song.","1537"
"1053","代表","representative","代表[だいひょう]","Verbal Noun","彼[かれ]がクラスの<b> 代表[だいひょう]</b>だ。","He's the class representative.","2635"
"1054","表","front side, face, outside","表[おもて]","Noun","<b> 表[おもて]</b>に 人[ひと]が 来[き]ています。","Someone has come to the door.","1410"
"1055","表","list, table","表[ひょう]","Noun","この<b> 表[ひょう]</b>を 見[み]てください。","Please look at this chart.","1410"
"1056","さっき","some time ago, only a moment ago","さっき","Adverb","<b>さっき</b>の 話[はなし]を 続[つづ]けましょう。","Let's continue the conversation we had earlier.","495"
"1057","手紙","letter","手紙[てがみ]","Noun","友人[ゆうじん]から<b> 手紙[てがみ]</b>をもらいました。","I got a letter from a friend.","509"
"1058","絵","picture, painting, drawing","絵[え]","Noun","これは 有名[ゆうめい]な 画家[がか]の<b> 絵[え]</b>です。","This is a painting by a famous painter.","778"
"1059","雑誌","magazine, journal","雑誌[ざっし]","Noun","この<b> 雑誌[ざっし]</b>はよく 売[う]れています。","This magazine sells well.","1688"
"1060","音","sound, noise","音[おと]","Noun","雨[あめ]の<b> 音[おと]</b>が 聞[き]こえる。","I can hear the sound of rain.","186"
"1061","テキスト","textbook, text file","テキスト","Noun","<b>テキスト</b>を 読[よ]んでください。","Please read the textbook.","14868"
"1062","音","sound","音[おと]","Noun","このピアノは<b> 音[おと]</b>があまり 良[よ]くない。","That piano's sound isn't very good.","186"
"1063","音楽","music","音楽[おんがく]","Noun","私[わたし]は<b> 音楽[おんがく]</b>を 聞[き]くのが 好[す]きだ。","I like to listen to music.","1568"
"1064","薬","drug, remedy, chemical","薬[くすり]","Noun","この<b> 薬[くすり]</b>を 必[かなら]ず 飲[の]んでください。","Please be sure to take this medicine.","1435"
"1065","歌","song","歌[うた]","Noun","私[わたし]はその<b> 歌[うた]</b>を 知[し]らなかった。","I didn't know that song.","805"
"1066","ビニール袋","plastic bag","ビニール 袋[ぶくろ]","Noun","ゴミはその<b>ビニール 袋[ぶくろ]</b>に 入[い]れてください。","Please put trash in that plastic bag.","12519"
"1067","歌手","singer","歌手[かしゅ]","Noun","その<b> 歌手[かしゅ]</b>は 歌[うた]が 下手[へた]だ。","That singer's terrible.","7818"
"1068","欲しがる","want&nbsp;(describing sb else)","欲[ほ]しがる","Verb","子供[こども]がジュースを<b> 欲[ほ]しがっています</b>。","My kid wants some juice.",""
"1069","計画","plan, project","計画[けいかく]","Verbal Noun","彼[かれ]は 一人旅[ひとりたび]の<b> 計画[けいかく]</b>を 立[た]てた。","He planned a journey alone.","1033"
"1070","映画","movie","映画[えいが]","Noun","彼[かれ]はよく<b> 映画[えいが]</b>を 見[み]ます。","He often watches movies.","1190"
"1071","りんご","apple","りんご","Noun","<b>りんご</b>を 一[ひと]つください。","Please give me one of the apples.","16818"
"1072","面白い","interesting, amusing","面白[おもしろ]い","Adjective","この 本[ほん]は全然[ぜんぜん]<b> 面白[おもしろ]くなかった</b>。","This book wasn't interesting at all.","893"
"1073","写る","<div>to appear in a photo, (picture) to come out well</div>","写[うつ]る","Verb","このカメラはよく<b> 写[うつ]ります</b>よ。","This camera takes good pictures.","6756"
"1074","写す","copy, photograph","写[うつ]す","Verb","彼[かれ]は 友達[ともだち]の 答[こた]えを<b> 写[うつ]した</b>。","He copied down his friend's answers.","7101"
"1075","写真","photograph","写真[しゃしん]","Noun","<b> 写真[しゃしん]</b>は 良[い]い 思[おも]い 出[で]になります。","Photographs make a good souvenir.","661"
"1076","アルバム","album","アルバム","Noun","私[わたし]は 彼[かれ]の<b>アルバム</b>を 見[み]た。","I saw his album.","10074"
"1077","真っ赤","deep red","真[ま]っ 赤[か]","Adjectival Noun","彼[かれ]の 顔[かお]は<b> 真[ま]っ 赤[か]</b>でした。","His face was red.","2982"
"1078","真面目","serious, sober, earnest","真面目[まじめ]","Adjectival Noun","彼[かれ]は<b> 真面目[まじめ]</b>な 人[ひと]です。","He's a serious-minded person.","2957"
"1079","真ん中","center, middle","真[ま]ん 中[なか]","Noun","道[みち]の<b> 真[ま]ん 中[なか]</b>に 人[ひと]が 立[た]っている。","Someone is standing in the middle of the road.","3705"
"1080","真っ白","pure-white","真[ま]っ 白[しろ]","Adjectival Noun","外[そと]は 雪[ゆき]で<b> 真[ま]っ 白[しろ]</b>だった。","Everything outside was white with snow.","5829"
"1081","スカート","skirt","スカート","Noun","彼女[かのじょ]はあまり<b>スカート</b>ははかない。","She doesn't wear skirts very often.","3343"
"1082","真っ暗","pitch-dark","真[ま]っ 暗[くら]","Adjectival Noun","外[そと]は<b> 真[ま]っ 暗[くら]</b>です。","It's pitch-dark outside.","6567"
"1083","真っ黒","deep-black, jet-black","真[ま]っ 黒[くろ]","Adjectival Noun","インクで 手[て]が<b> 真[ま]っ 黒[くろ]</b>になった","My hands got all black with ink.","8388"
"1084","真っ青","deep-blue, pale (skin)","真[ま]っ 青[さお]","Adjectival Noun","空[そら]が<b> 真[ま]っ 青[さお]</b>です。","The sky is bright blue.","10542"
"1085","色々","various","色々[いろいろ]","Adjectival Noun","彼[かれ]は<b> 色々[いろいろ]</b>なことを 知[し]っている。","He knows about a lot of things.","2864"
"1086","ペン","pen","ペン","Noun","<b>ペン</b>を 貸[か]してください。","Please lend me the pen.","5393"
"1087","人形","doll","人形[にんぎょう]","Noun","彼女[かのじょ]は<b> 人形[にんぎょう]</b>をたくさん 持[も]っています。","She has a lot of dolls.","1645"
"1088","形","shape, form","形[かたち]","Noun","その 椅子[いす]は 変[か]わった<b> 形[かたち]</b>をしている。","That chair has an unusual shape.","519"
"1089","大型","large, large scale","大型[おおがた]","Noun","<b> 大型[おおがた]</b>のテレビを 買[か]った。","We bought a large television.","4392"
"1090","種類","kind, variety, species","種類[しゅるい]","Noun","バラには 色々[いろいろ]な<b> 種類[しゅるい]</b>があります。","There are many varieties of rose.","2226"
"1091","おしゃべり","chatter, talkative","おしゃべり","Verbal Noun","妹[いもうと]はとても<b>おしゃべり</b>です。","My little sister's very talkative.","4842"
"1092","直す","repair, cure, alter","直[なお]す","Verb","私[わたし]がそれを<b> 直[なお]しました</b>。","I mended it.","1455"
"1093","真っ直ぐ","dead straight, honestly","真[ま]っ 直[す]ぐ","Adverb","この 道[みち]を<b> 真[ま]っ 直[す]ぐ</b> 行[い]ってください。","Please go straight along this road.","8147"
"1094","直接","directly","直接[ちょくせつ]","Adverb","彼[かれ]に<b> 直接[ちょくせつ]</b>お 願[ねが]いしなさい。","Ask him directly.","1491"
"1095","角","corner, edge, angle","角[かど]","Noun","次[つぎ]の<b> 角[かど]</b>で 左[ひだり]に 曲[ま]がってください。","Please turn left at the next corner.","1358"
"1096","きっと","surely, certainly","きっと","Adverb","明日[あした]は<b>きっと</b> 雨[あめ]が 降[ふ]ります。","I'm sure it'll rain tomorrow.","450"
"1097","三角","triangle","三角[さんかく]","Noun","紙[かみ]を<b> 三角[さんかく]</b>に 切[き]りました。","I cut the paper into a triangle.","10769"
"1098","四角","square, quadrilateral","四角[しかく]","Adjectival Noun","紙[かみ]を<b> 四角[しかく]</b>に 切[き]ってください。","Please cut the paper into a square.","12324"
"1099","四角い","square, four-sided","四角[しかく]い","Adjective","こっちの<b> 四角[しかく]い</b>テーブルを 買[か]おうよ。","Let's buy this square table over here.","6802"
"1100","四つ角","street corner, intersection","四[よ]つ 角[かど]","Noun","あそこの<b> 四[よ]つ 角[かど]</b>を 左[ひだり]に 曲[ま]がってください。","Please turn left at that crossroad up there.","40997"
"1101","メニュー","menu, bill of fare","メニュー","Noun","<b>メニュー</b>をください。","Please give me the menu.","7660"
"1102","曲","song, melody, tune","曲[きょく]","Noun","私[わたし]はこの<b> 曲[きょく]</b>が 大好[だいす]きです。","I love this song.","1557"
"1103","曲げる","bend, curve","曲[ま]げる","Verb","ひざを<b> 曲[ま]げて</b>ください。","Please bend your knees.","4689"
"1104","曲がり角","street corner","曲[ま]がり 角[かど]","Noun","ポストはそこの<b> 曲[ま]がり 角[かど]</b>にあります。","There's a post box on that corner.","18547"
"1105","同様","similar, same","同様[どうよう]","Adjectival Noun","私[わたし]たちは 彼[かれ]を 家族[かぞく]<b> 同様[どうよう]</b>に 思[おも]っている。","We think of him just like family.","1311"
"1106","アイスクリーム","ice cream","アイスクリーム","Noun","弟[おとうと]は<b>アイスクリーム</b>が 大好[だいす]きです。","My little brother loves ice cream.","12533"
"1107","間違い","mistake, error","間違[まちが]い","Noun","この 文[ぶん]には<b> 間違[まちが]い</b>があります。","There's a mistake in this sentence.","1209"
"1108","間違える","make a mistake (in something), confuse (を)","間違[まちが]える","Verb","電話番号[でんわ ばんごう]を<b> 間違[まちが]えました</b>。","I called the wrong number.","4641"
"1109","間違う","be mistaken, be incorrect","間違[まちが]う","Verb","あなたは<b> 間違[まちが]っている</b>。","You're mistaken.","2749"
"1110","似ている","look like, resemble","似[に]ている","Verb","私[わたし]は 母[はは]に<b> 似[に]ています</b>。","I look like my mother.",""
"1111","おしゃれ","dressing up, trendy","おしゃれ","Verbal Noun","あの 子[こ]は<b>おしゃれ</b>だね。","That girl is trendy.","14089"
"1112","以上","more than,&nbsp;not less than","以上[いじょう]","Noun","飛行機[ひこうき]が 1時間[いちじかん]<b> 以上[いじょう]</b> 遅[おく]れた。","The plane arrived over an hour late.","251"
"1113","旅行","travel, trip","旅行[りょこう]","Verbal Noun","彼女[かのじょ]は<b> 旅行[りょこう]</b>が 好[す]きです。","She likes traveling.","1589"
"1114","大使館","embassy","大使館[たいしかん]","Noun","彼[かれ]は<b> 大使館[たいしかん]</b>に 勤[つと]めています。","He's working for the embassy.","9270"
"1115","旅館","Japanese inn","旅館[りょかん]","Noun","京都[きょうと]では<b> 旅館[りょかん]</b>に 泊[と]まりました。","I stayed at an inn in Kyoto.","3321"
"1116","ジュース","juice, soft drink","ジュース","Noun","この<b>ジュース</b>は 甘[あま]すぎる。","This juice is too sweet.","8151"
"1117","映画館","movie theater","映画館[えいがかん]","Noun","彼[かれ]と 近[ちか]くの<b> 映画館[えいがかん]</b>に 行[い]きました。","I went to a nearby movie theater with him.","8950"
"1118","宿題","homework","宿題[しゅくだい]","Noun","友達[ともだち]と 一緒[いっしょ]に<b> 宿題[しゅくだい]</b>をした。","I did my homework with a friend.","10531"
"1119","泊める","lodge, give shelter","泊[と]める","Verb","友達[ともだち]をうちに<b> 泊[と]めてあげました</b>。","I put my friend up at my house.","8536"
"1120","遊び","play, amusement","遊[あそ]び","Noun","お 正月[しょうがつ]には 色々[いろいろ]な<b> 遊[あそ]び</b>をします。","We play a lot of games at New Year's.","1465"
"1121","ゼロ","zero","ゼロ","Noun","今日[きょう]の 交通事故[こうつう じこ]は<b>ゼロ</b>です。","Today there were zero traffic accidents.","5177"
"1122","洋服","clothes","洋服[ようふく]","Noun","今日[きょう]は<b> 洋服[ようふく]</b>を 買[か]いに 行[い]きます。","I'm going to buy some clothes today.","5191"
"1123","教室","classroom, class","教室[きょうしつ]","Noun","私[わたし]の<b> 教室[きょうしつ]</b>は 3階[さんがい]にあります。","My classroom is on the third floor.","1753"
"1124","図書室","library room","図書室[としょしつ]","Noun","<b> 図書室[としょしつ]</b>で 勉強[べんきょう]した。","I studied at the library.","12187"
"1125","窓","window, windowpane","窓[まど]","Noun","<b> 窓[まど]</b>を 開[あ]けてください。","Please open the window.","402"
"1126","ピンク","pink","ピンク","Noun","娘[むすめ]が<b>ピンク</b>のドレスを 着[き]ている。","My daughter's wearing a pink dress.","5643"
"1127","親しい","intimate, close","親[した]しい","Adjective","週末[しゅうまつ]、<b> 親[した]しい</b> 友達[ともだち]を 家[いえ]に 呼[よ]んだ。","I invited a good friend to my house over the weekend.","1979"
"1128","親切","kind, friendly","親切[しんせつ]","Adjectival Noun","<b> 親切[しんせつ]</b>にしてくださってどうもありがとうございます。","Thank you for being so kind to me.","2274"
"1129","不親切","unkind, inattentive","不親切[ふしんせつ]","Adjectival Noun","その 店員[てんいん]は<b> 不親切[ふしんせつ]</b>だった。","That store clerk was unkind.","36704"
"1130","家族","family, household","家族[かぞく]","Noun","うちは 五人[ごにん]<b> 家族[かぞく]</b>です。","We're a family of five.","950"
"1131","グラス","glass","グラス","Noun","これはきれいな<b>グラス</b>ですね。","This is a beautiful glass.","1817"
"1132","万歳","Banzai! Hurrah! Long live...!","万歳[ばんざい]","Verbal Noun","勝[か]った、<b> 万歳[ばんざい]</b>!","We won--hurray!","15524"
"1133","二十歳","20 years old","二十歳[はたち]","Noun","妹[いもうと]は 来年[らいねん]、<b> 二十歳[はたち]</b>になります。","My little sister will be 20 next year.","7804"
"1134","姉さん","older sister, girl, miss","姉[ねえ]さん","Noun","<b> 姉[ねえ]さん</b>、ごめんね。","I'm sorry sis.","3156"
"1135","兄さん","older brother","兄[にい]さん","Noun","<b> 兄[にい]さん</b>、おめでとう。","Congratulations, big brother.","2047"
"1136","ダンス","dance, dancing","ダンス","Verbal Noun","彼女[かのじょ]は<b>ダンス</b>が 大好[だいす]きです。","She loves to dance.","5272"
"1137","兄弟","siblings","兄弟[きょうだい]","Noun","彼[かれ]は 3人[さんにん]<b> 兄弟[きょうだい]</b>です。","He has two siblings.","1987"
"1138","業者","business man","業者[ぎょうしゃ]","Noun","引[ひ]っ 越[こ]しを<b> 業者[ぎょうしゃ]</b>に 頼[たの]んだ。","I asked a company to handle my move.","6661"
"1139","若者","young person, youth","若者[わかもの]","Noun","最近[さいきん]の<b> 若者[わかもの]</b>は 本[ほん]を 読[よ]まない。","Young people these days don't read books.","1129"
"1140","彼ら","they","彼[かれ]ら","Noun","<b> 彼[かれ]ら</b>はバスケットの 選手[せんしゅ]です。","They're basketball players.","252"
"1141","おじ","uncle","おじ","Noun","<b>おじ</b>は 銀行[ぎんこう]に 勤[つと]めています。","My uncle works for a bank.","7426"
"1142","結合","combination, joining","結合[けつごう]","Verbal Noun","ファイルを<b> 結合[けつごう]</b>して 1[ひと]つにしました。","I consolidated the files into just one.","10918"
"1143","結果","result, outcome","結果[けっか]","Noun","試合[しあい]の<b> 結果[けっか]</b>を 早[はや]く 知[し]りたい。","I want to know the results of the game soon.","676"
"1144","果物","fruit","果物[くだもの]","Noun","デザートに<b> 果物[くだもの]</b>を 食[た]べましょう。","Let's have fruit for dessert.","6752"
"1145","課題","task, problem","課題[かだい]","Noun","夏休[なつやす]みの<b> 課題[かだい]</b>は 何[なん]ですか。","What's our summer assignment?","9029"
"1146","サッカー","soccer, football","サッカー","Noun","彼[かれ]は<b>サッカー</b>の 選手[せんしゅ]です。","He's a soccer player.","9770"
